country,year,population_total,internet_use,suicide_total,GDP,cell_use
Brazil,2005,186000000,39100000.0,11800.0,12400,86200000.0
Brunei,2005,365000,133000.0,14.5,83000,233000.0
Bulgaria,2005,7690000,1540000.0,1300.0,12400,6240000.0
Burkina Faso,2005,13400000,63100.0,772.0,1270,634000.0
Burundi,2005,7360000,39900.0,684.0,693,153000.0
Cambodia,2005,13300000,42100.0,763.0,1970,1060000.0
Cameroon,2005,17700000,249000.0,1580.0,2780,2250000.0
Canada,2005,32200000,23000000.0,4260.0,40600,17000000.0
Cape Verde,2005,463000,28100.0,65.9,4760,81700.0
Central African Republic,2005,4040000,10800.0,368.0,840,100000.0
Chad,2005,10100000,40300.0,492.0,1790,210000.0
Chile,2005,16200000,5050000.0,1960.0,17000,10600000.0
China,2005,1330000000,113000000.0,180000.0,5700,393000000.0
Colombia,2005,42600000,4690000.0,2820.0,9340,21800000.0
Comoros,2005,612000,12200.0,27.6,2370,15500.0
"Congo, Dem. Rep.",2005,54800000,130000.0,3020.0,594,2750000.0
"Congo, Rep.",2005,3620000,53000.0,236.0,4870,558000.0
Costa Rica,2005,4290000,946000.0,307.0,10900,1100000.0
Cote d'Ivoire,2005,18400000,191000.0,1530.0,2680,2350000.0
Croatia,2005,4380000,1450000.0,952.0,20100,3650000.0
Cuba,2005,11300000,1100000.0,1670.0,5250,136000.0
Cyprus,2005,1030000,337000.0,44.4,33600,783000.0
Czech Republic,2005,10300000,3620000.0,1730.0,25800,11800000.0
Denmark,2005,5420000,4490000.0,832.0,44600,5450000.0
Djibouti,2005,783000,7470.0,29.5,2290,44100.0
Dominica,2005,70600,27200.0,2.59,8700,52000.0
Dominican Republic,2005,9100000,1040000.0,525.0,9150,3620000.0
Ecuador,2005,13800000,829000.0,1120.0,8550,6250000.0
Egypt,2005,75500000,9630000.0,2400.0,8140,13600000.0
El Salvador,2005,6050000,254000.0,561.0,5890,2410000.0
Equatorial Guinea,2005,750000,8620.0,37.1,31700,96900.0
Eritrea,2005,2830000,6420.0,259.0,2290,40400.0
Estonia,2005,1360000,833000.0,377.0,22800,1450000.0
Eswatini,2005,1030000,38100.0,169.0,7240,200000.0
Ethiopia,2005,76300000,168000.0,5390.0,736,411000.0
Fiji,2005,822000,69500.0,98.5,7430,205000.0
Finland,2005,5260000,3920000.0,1170.0,39100,5270000.0
France,2005,61100000,26200000.0,13000.0,36400,48100000.0
Gabon,2005,1390000,68000.0,110.0,17000,737000.0
Gambia,2005,1540000,58600.0,48.7,1430,247000.0
Georgia,2005,4210000,256000.0,272.0,5250,1170000.0
Germany,2005,81600000,56100000.0,12500.0,37700,79300000.0
Ghana,2005,21800000,399000.0,1100.0,2510,2870000.0
Greece,2005,11200000,2690000.0,446.0,29600,10300000.0
Grenada,2005,105000,21400.0,7.13,11700,46900.0
Guatemala,2005,13100000,746000.0,1290.0,6270,4510000.0
Guinea,2005,9110000,49400.0,468.0,1600,189000.0
Guinea-Bissau,2005,1340000,25600.0,103.0,1370,98800.0
Guyana,2005,746000,98500.0,206.0,4730,281000.0
Haiti,2005,9200000,586000.0,777.0,1570,500000.0
Honduras,2005,7460000,485000.0,235.0,3660,1280000.0
Hungary,2005,10100000,3930000.0,2800.0,22500,9320000.0
Iceland,2005,295000,257000.0,36.4,40700,283000.0
India,2005,1150000000,27400000.0,218000.0,3410,90100000.0
Indonesia,2005,226000000,8150000.0,8140.0,6840,46900000.0
Iran,2005,69800000,5650000.0,5250.0,15800,8510000.0
Iraq,2005,26900000,242000.0,2090.0,10900,1530000.0
Ireland,2005,4140000,1720000.0,498.0,46600,4270000.0
Israel,2005,6530000,1650000.0,583.0,26600,7760000.0
Italy,2005,58300000,20400000.0,4650.0,37600,71500000.0
Jamaica,2005,2740000,351000.0,65.5,8430,1980000.0
Japan,2005,128000000,85900000.0,32400.0,35700,96500000.0
Jordan,2005,5770000,746000.0,166.0,8740,3140000.0
Kazakhstan,2005,15400000,456000.0,6280.0,16000,5400000.0
Kenya,2005,36600000,1140000.0,1630.0,2190,4610000.0
Kiribati,2005,92300,3690.0,21.1,1960,650.0
Kuwait,2005,2270000,589000.0,73.0,93700,1380000.0
Kyrgyz Republic,2005,5080000,535000.0,751.0,2370,542000.0
Lao,2005,5750000,48900.0,604.0,3120,658000.0
Latvia,2005,2250000,1040000.0,703.0,17500,1870000.0
Lebanon,2005,4700000,476000.0,109.0,10500,994000.0
Lesotho,2005,2000000,51500.0,453.0,1910,250000.0
Liberia,2005,3220000,998.0,249.0,940,160000.0
Libya,2005,5800000,227000.0,244.0,26000,2000000.0
Lithuania,2005,3340000,1210000.0,1560.0,18500,4350000.0
Luxembourg,2005,458000,320000.0,62.5,88600,510000.0
Madagascar,2005,18300000,104000.0,997.0,1390,510000.0
Malawi,2005,12600000,48500.0,779.0,868,421000.0
Malaysia,2005,25700000,12500000.0,1810.0,18600,19500000.0
Maldives,2005,320000,22000.0,10.5,9250,204000.0
Mali,2005,12800000,64800.0,387.0,1760,762000.0
Malta,2005,405000,167000.0,22.6,26300,324000.0
Marshall Islands,2005,55300,2140.0,9.72,3050,660.0
Mauritania,2005,3020000,20300.0,93.9,3090,746000.0
Mauritius,2005,1220000,185000.0,123.0,12900,657000.0
Mexico,2005,106000000,18200000.0,5190.0,16200,47100000.0
"Micronesia, Fed. Sts.",2005,106000,12600.0,17.8,3260,14100.0
Moldova,2005,4160000,609000.0,871.0,4000,1090000.0
Mongolia,2005,2530000,51500.0,598.0,6050,557000.0
Montenegro,2005,616000,167000.0,78.8,11800,543000.0
Morocco,2005,30500000,4590000.0,1680.0,5370,12400000.0
Mozambique,2005,20500000,175000.0,1320.0,758,1500000.0
Myanmar,2005,48900000,31900.0,3420.0,2250,129000.0
Namibia,2005,1940000,77700.0,243.0,7700,449000.0
Nepal,2005,25700000,213000.0,2970.0,1680,227000.0
Netherlands,2005,16400000,13300000.0,1890.0,43800,15800000.0
New Zealand,2005,4140000,2590000.0,522.0,31900,3530000.0
Nicaragua,2005,5440000,140000.0,420.0,3720,1120000.0
Niger,2005,13600000,30200.0,477.0,763,324000.0
Nigeria,2005,139000000,4930000.0,5300.0,4120,18600000.0
North Korea,2005,23900000,0.0,2960.0,1770,0.0
North Macedonia,2005,2060000,545000.0,198.0,9390,1130000.0
Norway,2005,4630000,3800000.0,575.0,62900,4750000.0
Oman,2005,2510000,168000.0,60.2,41500,1330000.0
Pakistan,2005,160000000,10200000.0,6720.0,3850,12800000.0
Palestine,2005,3580000,573000.0,84.5,3590,568000.0
Panama,2005,3330000,382000.0,207.0,11900,1750000.0
Papua New Guinea,2005,6490000,111000.0,849.0,2620,75000.0
Paraguay,2005,5820000,461000.0,300.0,8020,1890000.0
Peru,2005,27900000,4770000.0,936.0,7530,5580000.0
Philippines,2005,86300000,4660000.0,4040.0,4780,34800000.0
Poland,2005,38400000,14900000.0,7510.0,17200,29200000.0
Portugal,2005,10500000,3680000.0,1350.0,26600,11400000.0
Qatar,2005,865000,214000.0,53.9,110000,717000.0
Romania,2005,21400000,4600000.0,2750.0,14400,13400000.0
Russia,2005,144000000,21900000.0,71300.0,19300,120000000.0
Rwanda,2005,8840000,49200.0,625.0,1060,223000.0
Samoa,2005,180000,6030.0,21.4,5340,24000.0
Sao Tome and Principe,2005,157000,21700.0,2.74,2200,12000.0
Saudi Arabia,2005,23800000,3030000.0,680.0,45700,14200000.0
Senegal,2005,11100000,531000.0,727.0,2680,1730000.0
Serbia,2005,9190000,2420000.0,1940.0,10800,5510000.0
Seychelles,2005,88700,22500.0,8.62,17800,58800.0
Sierra Leone,2005,5650000,12200.0,240.0,1060,113000.0
Singapore,2005,4270000,2600000.0,410.0,62600,4380000.0
Slovak Republic,2005,5400000,2980000.0,757.0,20000,4540000.0
Slovenia,2005,1990000,934000.0,562.0,27000,1760000.0
Solomon Islands,2005,470000,3970.0,74.0,1680,6000.0
Somalia,2005,10400000,113000.0,390.0,616,500000.0
South Africa,2005,47900000,3590000.0,8930.0,11000,34000000.0
South Korea,2005,48700000,35800000.0,13300.0,25500,38300000.0
South Sudan,2005,7540000,0.0,261.0,3360,0.0
Spain,2005,44000000,21100000.0,3810.0,32900,42700000.0
Sri Lanka,2005,19500000,350000.0,6010.0,6470,3360000.0
St. Lucia,2005,163000,35200.0,10.7,11100,106000.0
St. Vincent and the Grenadines,2005,109000,9990.0,7.57,9330,70600.0
Sudan,2005,30900000,400000.0,1270.0,2750,1830000.0
Suriname,2005,499000,32000.0,110.0,11900,233000.0
Sweden,2005,9040000,7670000.0,1390.0,41300,9100000.0
Switzerland,2005,7390000,5180000.0,1470.0,52800,6830000.0
Syria,2005,18400000,1040000.0,332.0,5650,2950000.0
Tajikistan,2005,6790000,20300.0,307.0,1720,265000.0
Tanzania,2005,38500000,423000.0,2110.0,1910,2960000.0
Thailand,2005,65400000,9830000.0,8500.0,11500,30500000.0
Timor-Leste,2005,995000,985.0,59.5,6500,33100.0
Togo,2005,5610000,101000.0,449.0,1150,434000.0
Tonga,2005,101000,4950.0,6.84,4950,29900.0
Trinidad and Tobago,2005,1300000,376000.0,173.0,26400,924000.0
Tunisia,2005,10100000,976000.0,385.0,8800,5680000.0
Turkey,2005,67900000,10500000.0,2450.0,16300,43600000.0
Turkmenistan,2005,4750000,47400.0,577.0,6500,105000.0
Uganda,2005,27700000,482000.0,2920.0,1260,1320000.0
Ukraine,2005,46900000,1760000.0,16000.0,7280,30000000.0
United Arab Emirates,2005,4590000,1840000.0,256.0,91600,4530000.0
United Kingdom,2005,60300000,42200000.0,5490.0,37200,65500000.0
United States,2005,295000000,201000000.0,39000.0,49500,204000000.0
Uruguay,2005,3320000,667000.0,594.0,13000,1150000.0
Uzbekistan,2005,26400000,884000.0,2850.0,3080,720000.0
Vanuatu,2005,209000,10600.0,32.6,2610,12700.0
Venezuela,2005,26400000,3320000.0,2340.0,15100,12500000.0
Vietnam,2005,83800000,10700000.0,7410.0,3430,9590000.0
Yemen,2005,20100000,211000.0,931.0,4250,2280000.0
Zambia,2005,11900000,338000.0,1050.0,2520,950000.0
Zimbabwe,2005,12100000,290000.0,1910.0,1980,647000.0
Afghanistan,2006,26400000,557000.0,1650.0,1120,2520000.0
Albania,2006,3060000,294000.0,204.0,7910,1910000.0
Algeria,2006,33600000,2480000.0,1220.0,12400,21000000.0
Andorra,2006,81000,39600.0,7.19,42700,69000.0
Angola,2006,20100000,302000.0,1010.0,5500,3050000.0
Antigua and Barbuda,2006,82700,24800.0,1.9,24700,110000.0
Argentina,2006,39300000,8220000.0,4490.0,16700,31500000.0
Armenia,2006,2960000,167000.0,202.0,6110,1260000.0
Australia,2006,20500000,13500000.0,2450.0,39500,19800000.0
Austria,2006,8290000,5270000.0,1500.0,42500,9280000.0
Azerbaijan,2006,8630000,1030000.0,385.0,10900,3320000.0
Bahamas,2006,331000,86100.0,9.39,33000,253000.0
Bahrain,2006,958000,271000.0,80.6,42700,907000.0
Bangladesh,2006,141000000,1410000.0,12200.0,2100,19100000.0
Barbados,2006,277000,153000.0,14.4,16900,237000.0
Belarus,2006,9520000,1540000.0,3850.0,12400,5960000.0
Belgium,2006,10600000,6340000.0,2240.0,40500,9850000.0
Belize,2006,291000,69900.0,18.2,8000,118000.0
Benin,2006,8220000,126000.0,606.0,1750,1060000.0
Bhutan,2006,657000,29700.0,42.8,4830,82100.0
Bolivia,2006,9400000,583000.0,594.0,4780,2880000.0
Bosnia and Herzegovina,2006,3770000,946000.0,321.0,8800,1890000.0
Botswana,2006,1840000,78800.0,317.0,12400,823000.0
Brazil,2006,188000000,53000000.0,12000.0,12700,99900000.0
Brunei,2006,370000,156000.0,15.4,85400,301000.0
Bulgaria,2006,7630000,2070000.0,1270.0,13400,8250000.0
Burkina Faso,2006,13800000,87500.0,800.0,1310,1020000.0
Burundi,2006,7610000,50000.0,679.0,707,200000.0
Cambodia,2006,13500000,63100.0,769.0,2150,1720000.0
Cameroon,2006,18200000,370000.0,1620.0,2800,3140000.0
Canada,2006,32500000,23600000.0,4240.0,41200,18700000.0
Cape Verde,2006,469000,31900.0,68.3,5070,109000.0
Central African Republic,2006,4120000,12800.0,377.0,863,110000.0
Chad,2006,10500000,60800.0,501.0,1740,466000.0
Chile,2006,16400000,5640000.0,1970.0,17900,12500000.0
China,2006,1340000000,141000000.0,174000.0,6390,461000000.0
Colombia,2006,43200000,6630000.0,2850.0,9840,29800000.0
Comoros,2006,626000,13800.0,28.5,2380,36900.0
"Congo, Dem. Rep.",2006,56600000,168000.0,3120.0,605,4420000.0
"Congo, Rep.",2006,3750000,75200.0,237.0,5000,917000.0
Costa Rica,2006,4350000,1090000.0,312.0,11600,1440000.0
Cote d'Ivoire,2006,18800000,286000.0,1570.0,2660,4070000.0
Croatia,2006,4370000,1660000.0,933.0,21100,4400000.0
Cuba,2006,11300000,1260000.0,1640.0,5920,153000.0
Cyprus,2006,1050000,375000.0,43.9,34600,868000.0
Czech Republic,2006,10300000,4940000.0,1700.0,27500,12400000.0
Denmark,2006,5440000,4720000.0,820.0,46200,5830000.0
Djibouti,2006,795000,10100.0,30.3,2360,44800.0
Dominica,2006,70700,27900.0,2.59,9090,71500.0
Dominican Republic,2006,9220000,1370000.0,526.0,9860,4610000.0
Ecuador,2006,14100000,1010000.0,1140.0,8780,8490000.0
Egypt,2006,76900000,10500000.0,2490.0,8540,18000000.0
El Salvador,2006,6080000,334000.0,562.0,6120,3850000.0
Equatorial Guinea,2006,784000,10000.0,38.8,32600,120000.0
Eritrea,2006,2920000,6630.0,266.0,2190,62000.0
Estonia,2006,1350000,857000.0,363.0,25300,1660000.0
Eswatini,2006,1040000,38300.0,170.0,7630,250000.0
Ethiopia,2006,78500000,244000.0,5490.0,794,867000.0
Fiji,2006,828000,79500.0,97.7,7510,285000.0
Finland,2006,5280000,4200000.0,1160.0,40500,5670000.0
France,2006,61500000,28800000.0,13000.0,37000,51700000.0
Gabon,2006,1430000,78500.0,110.0,16000,898000.0
Gambia,2006,1590000,83400.0,50.0,1410,404000.0
Georgia,2006,4190000,315000.0,263.0,5770,1700000.0
Germany,2006,81500000,58800000.0,12300.0,39100,85700000.0
Ghana,2006,22400000,609000.0,1120.0,2600,5210000.0
Greece,2006,11200000,3610000.0,449.0,31100,11000000.0
Grenada,2006,105000,22500.0,7.32,11200,46200.0
Guatemala,2006,13400000,871000.0,1280.0,6460,7180000.0
Guinea,2006,9310000,59300.0,488.0,1580,189000.0
Guinea-Bissau,2006,1380000,28300.0,105.0,1370,157000.0
Guyana,2006,746000,98600.0,211.0,4970,400000.0
Haiti,2006,9340000,635000.0,798.0,1580,1200000.0
Honduras,2006,7630000,595000.0,240.0,3810,2240000.0
Hungary,2006,10100000,4730000.0,2760.0,23400,9970000.0
Iceland,2006,300000,268000.0,37.1,41800,302000.0
India,2006,1170000000,32700000.0,218000.0,3630,166000000.0
Indonesia,2006,229000000,10900000.0,8210.0,7120,63800000.0
Iran,2006,70600000,6180000.0,5130.0,16400,15400000.0
Iraq,2006,27400000,261000.0,2130.0,11800,9350000.0
Ireland,2006,4230000,2320000.0,506.0,47600,4690000.0
Israel,2006,6680000,1860000.0,583.0,27600,8400000.0
Italy,2006,58500000,22200000.0,4610.0,38200,80400000.0
Jamaica,2006,2750000,452000.0,63.3,8630,2270000.0
Japan,2006,128000000,88200000.0,32400.0,36100,99800000.0
Jordan,2006,5990000,831000.0,167.0,9090,4340000.0
Kazakhstan,2006,15600000,508000.0,6250.0,17500,7780000.0
Kenya,2006,37600000,1360000.0,1640.0,2270,7340000.0
Kiribati,2006,94300,4250.0,21.9,1920,700.0
Kuwait,2006,2370000,683000.0,77.1,96400,1180000.0
Kyrgyz Republic,2006,5120000,631000.0,758.0,2420,1260000.0
Lao,2006,5850000,68400.0,610.0,3330,1010000.0
Latvia,2006,2230000,1190000.0,698.0,19800,2180000.0
Lebanon,2006,4760000,714000.0,109.0,10600,1110000.0
Lesotho,2006,1990000,59300.0,463.0,2000,358000.0
Liberia,2006,3330000,1030.0,261.0,982,280000.0
Libya,2006,5890000,253000.0,250.0,27300,3930000.0
Lithuania,2006,3300000,1450000.0,1540.0,20200,4720000.0
Luxembourg,2006,466000,338000.0,61.9,91700,713000.0
Madagascar,2006,18900000,115000.0,1020.0,1420,1050000.0
Malawi,2006,13000000,55200.0,800.0,884,620000.0
Malaysia,2006,26200000,13500000.0,1820.0,19200,19500000.0
Maldives,2006,327000,36100.0,10.4,11400,271000.0
Mali,2006,13200000,96300.0,393.0,1790,1510000.0
Malta,2006,406000,164000.0,23.1,26700,347000.0
Marshall Islands,2006,55800,2120.0,10.0,3060,660.0
Mauritania,2006,3110000,30500.0,94.5,3570,1060000.0
Mauritius,2006,1230000,205000.0,124.0,13400,772000.0
Mexico,2006,108000000,21000000.0,5310.0,16600,55400000.0
"Micronesia, Fed. Sts.",2006,105000,13400.0,17.9,3280,18600.0
Moldova,2006,4150000,814000.0,852.0,4210,1360000.0
Mongolia,2006,2560000,52200.0,597.0,6480,775000.0
Montenegro,2006,618000,179000.0,81.8,12800,644000.0
Morocco,2006,30800000,6090000.0,1710.0,5710,16000000.0
Mozambique,2006,21100000,178000.0,1360.0,809,2340000.0
Myanmar,2006,49300000,89800.0,3330.0,2530,214000.0
Namibia,2006,1970000,86700.0,239.0,8110,609000.0
Nepal,2006,26100000,298000.0,2990.0,1710,1160000.0
Netherlands,2006,16400000,13800000.0,1850.0,45300,17300000.0
New Zealand,2006,4190000,2890000.0,524.0,32400,3800000.0
Nicaragua,2006,5510000,155000.0,405.0,3820,1830000.0
Niger,2006,14100000,41600.0,500.0,777,483000.0
Nigeria,2006,143000000,7900000.0,5390.0,4260,32300000.0
North Korea,2006,24100000,0.0,2980.0,1750,0.0
North Macedonia,2006,2060000,590000.0,199.0,9850,1260000.0
Norway,2006,4670000,3860000.0,568.0,63900,4870000.0
Oman,2006,2580000,214000.0,63.0,42500,1820000.0
Pakistan,2006,164000000,10700000.0,6720.0,4000,34500000.0
Palestine,2006,3660000,674000.0,86.3,3360,822000.0
Panama,2006,3390000,588000.0,212.0,12700,2170000.0
Papua New Guinea,2006,6650000,117000.0,873.0,2620,100000.0
Paraguay,2006,5910000,471000.0,312.0,8280,3230000.0
Peru,2006,28100000,5820000.0,930.0,8020,9120000.0
Philippines,2006,87900000,5050000.0,4260.0,4940,42900000.0
Poland,2006,38400000,17100000.0,7570.0,18300,36700000.0
Portugal,2006,10500000,4010000.0,1350.0,27000,12200000.0
Qatar,2006,1020000,296000.0,63.5,117000,920000.0
Romania,2006,21200000,5240000.0,2710.0,15700,16000000.0
Russia,2006,143000000,25800000.0,65300.0,21000,151000000.0
Rwanda,2006,9040000,50300.0,625.0,1140,314000.0
Samoa,2006,181000,8080.0,21.3,5410,45500.0
Sao Tome and Principe,2006,162000,22900.0,2.83,2340,18400.0
Saudi Arabia,2006,24500000,4770000.0,719.0,45700,19700000.0
Senegal,2006,11400000,639000.0,749.0,2680,2980000.0
Serbia,2006,9150000,2490000.0,1900.0,11900,6640000.0
Seychelles,2006,89500,31300.0,8.27,19100,70300.0
Sierra Leone,2006,5830000,13300.0,248.0,1070,113000.0
Singapore,2006,4400000,2600000.0,417.0,66200,4790000.0
Slovak Republic,2006,5400000,3030000.0,737.0,21700,4890000.0
Slovenia,2006,2000000,1080000.0,553.0,28400,1820000.0
Solomon Islands,2006,481000,7920.0,76.3,1760,7000.0
Somalia,2006,10800000,118000.0,399.0,615,550000.0
South Africa,2006,48500000,3690000.0,8830.0,11500,39700000.0
South Korea,2006,48900000,38200000.0,13700.0,26700,40200000.0
South Sudan,2006,7910000,0.0,280.0,3610,0.0
Spain,2006,44700000,22500000.0,3810.0,33700,45700000.0
Sri Lanka,2006,19700000,500000.0,5670.0,6910,5410000.0
St. Lucia,2006,165000,40500.0,10.9,11600,106000.0
St. Vincent and the Grenadines,2006,109000,13000.0,7.66,10000,87600.0
Sudan,2006,31700000,409000.0,1310.0,2950,4680000.0
Suriname,2006,505000,48000.0,114.0,12500,320000.0
Sweden,2006,9100000,7980000.0,1380.0,43000,9610000.0
Switzerland,2006,7460000,5650000.0,1450.0,54500,7440000.0
Syria,2006,19100000,1490000.0,345.0,5750,4680000.0
Tajikistan,2006,6920000,261000.0,323.0,1810,2150000.0
Tanzania,2006,39500000,514000.0,2180.0,1980,5610000.0
Thailand,2006,65800000,11300000.0,8570.0,12000,40100000.0
Timor-Leste,2006,1020000,5080.0,58.6,9020,49100.0
Togo,2006,5760000,115000.0,462.0,1160,708000.0
Tonga,2006,102000,5950.0,6.79,4880,30100.0
Trinidad and Tobago,2006,1300000,391000.0,172.0,29800,1520000.0
Tunisia,2006,10200000,1320000.0,395.0,9180,7340000.0
Turkey,2006,68800000,12500000.0,2430.0,17300,52700000.0
Turkmenistan,2006,4810000,63500.0,568.0,7130,217000.0
Uganda,2006,28600000,723000.0,2970.0,1350,2010000.0
Ukraine,2006,46600000,2100000.0,15000.0,7870,49100000.0
United Arab Emirates,2006,5300000,2760000.0,293.0,87100,5520000.0
United Kingdom,2006,60800000,41900000.0,5520.0,37800,70100000.0
United States,2006,298000000,205000000.0,39700.0,50400,230000000.0
Uruguay,2006,3330000,978000.0,605.0,13500,2330000.0
Uzbekistan,2006,26800000,1710000.0,2940.0,3270,2530000.0
Vanuatu,2006,214000,12500.0,33.5,2760,15000.0
Venezuela,2006,26900000,4090000.0,2460.0,16400,18800000.0
Vietnam,2006,84600000,14600000.0,7400.0,3630,18900000.0
Yemen,2006,20700000,258000.0,962.0,4270,2980000.0
Zambia,2006,12200000,506000.0,1080.0,2650,1660000.0
Zimbabwe,2006,12200000,292000.0,1930.0,1890,849000.0
Afghanistan,2007,27100000,515000.0,1680.0,1250,4670000.0
Albania,2007,3030000,456000.0,204.0,8450,2320000.0
Algeria,2007,34200000,3230000.0,1240.0,12600,27600000.0
Andorra,2007,82700,58600.0,7.39,43400,63500.0
Angola,2007,20900000,355000.0,1040.0,6040,4960000.0
Antigua and Barbuda,2007,84000,28600.0,1.93,26500,112000.0
Argentina,2007,39700000,10300000.0,4560.0,18000,40400000.0
Armenia,2007,2930000,177000.0,206.0,7010,1880000.0
Australia,2007,20900000,14500000.0,2510.0,40700,21300000.0
Austria,2007,8310000,5770000.0,1480.0,43900,9910000.0
Azerbaijan,2007,8720000,1270000.0,412.0,13500,4520000.0
Bahamas,2007,337000,91100.0,10.0,32900,374000.0
Bahrain,2007,1040000,341000.0,85.3,42800,1120000.0
Bangladesh,2007,143000000,2570000.0,12100.0,2220,34400000.0
Barbados,2007,279000,162000.0,14.4,17100,258000.0
Belarus,2007,9480000,1870000.0,3640.0,13600,6960000.0
Belgium,2007,10700000,6890000.0,2260.0,41600,10700000.0
Belize,2007,299000,73600.0,18.8,7880,118000.0
Benin,2007,8450000,151000.0,625.0,1810,2050000.0
Bhutan,2007,665000,39400.0,43.9,5630,149000.0
Bolivia,2007,9560000,1000000.0,605.0,4910,3250000.0
Bosnia and Herzegovina,2007,3760000,1050000.0,315.0,9320,2450000.0
Botswana,2007,1880000,99000.0,315.0,13200,1150000.0
Brazil,2007,190000000,58700000.0,12100.0,13300,121000000.0
Brunei,2007,375000,168000.0,16.3,84500,366000.0
Bulgaria,2007,7580000,2550000.0,1230.0,14500,9900000.0
Burkina Faso,2007,14300000,107000.0,821.0,1340,1860000.0
Burundi,2007,7860000,55000.0,696.0,707,270000.0
Cambodia,2007,13700000,67000.0,779.0,2330,2580000.0
Cameroon,2007,18700000,549000.0,1680.0,2860,4540000.0
Canada,2007,32900000,24100000.0,4270.0,41600,20300000.0
Cape Verde,2007,475000,39400.0,70.3,5770,152000.0
Central African Republic,2007,4200000,15800.0,380.0,885,340000.0
Chad,2007,10800000,91700.0,521.0,1740,918000.0
Chile,2007,16500000,5930000.0,2020.0,18500,14000000.0
China,2007,1350000000,215000000.0,167000.0,7260,547000000.0
Colombia,2007,43700000,9530000.0,2780.0,10400,33900000.0
Comoros,2007,642000,16000.0,29.2,2340,62100.0
"Congo, Dem. Rep.",2007,58500000,216000.0,3210.0,623,6590000.0
"Congo, Rep.",2007,3880000,107000.0,243.0,4760,1290000.0
Costa Rica,2007,4400000,1250000.0,312.0,12300,1510000.0
Cote d'Ivoire,2007,19200000,345000.0,1580.0,2650,7470000.0
Croatia,2007,4360000,1810000.0,912.0,22200,5030000.0
Cuba,2007,11300000,1320000.0,1630.0,6050,198000.0
Cyprus,2007,1060000,434000.0,45.2,35600,988000.0
Czech Republic,2007,10400000,5380000.0,1690.0,28800,13200000.0
Denmark,2007,5470000,4650000.0,804.0,46400,6310000.0
Djibouti,2007,805000,13000.0,31.4,2440,69500.0
Dominica,2007,70800,28500.0,2.65,9660,89000.0
Dominican Republic,2007,9340000,1650000.0,518.0,10500,5510000.0
Ecuador,2007,14300000,1540000.0,1180.0,8820,9940000.0
Egypt,2007,78200000,12500000.0,2530.0,8990,30100000.0
El Salvador,2007,6110000,373000.0,566.0,6200,6140000.0
Equatorial Guinea,2007,822000,12800.0,39.2,35900,150000.0
Eritrea,2007,3000000,12300.0,273.0,2170,84300.0
Estonia,2007,1340000,890000.0,363.0,27400,1680000.0
Eswatini,2007,1040000,42700.0,172.0,7920,380000.0
Ethiopia,2007,80700000,298000.0,5580.0,860,1210000.0
Fiji,2007,836000,91100.0,96.7,7370,530000.0
Finland,2007,5300000,4280000.0,1150.0,42500,6080000.0
France,2007,61900000,40900000.0,12900.0,37700,55400000.0
Gabon,2007,1470000,84900.0,112.0,16500,1170000.0
Gambia,2007,1640000,102000.0,51.3,1420,800000.0
Georgia,2007,4170000,344000.0,270.0,6530,2600000.0
Germany,2007,81300000,61100000.0,12100.0,40500,96200000.0
Ghana,2007,23000000,884000.0,1110.0,2650,7600000.0
Greece,2007,11100000,3990000.0,453.0,32100,12300000.0
Grenada,2007,105000,23400.0,7.45,11900,51400.0
Guatemala,2007,13700000,1000000.0,1230.0,6710,11900000.0
Guinea,2007,9520000,74200.0,503.0,1650,2000000.0
Guinea-Bissau,2007,1410000,31100.0,108.0,1380,296000.0
Guyana,2007,746000,103000.0,213.0,5320,539000.0
Haiti,2007,9500000,684000.0,816.0,1610,2500000.0
Honduras,2007,7810000,734000.0,245.0,3950,4180000.0
Hungary,2007,10000000,5340000.0,2730.0,23500,11000000.0
Iceland,2007,305000,276000.0,38.0,44600,326000.0
India,2007,1180000000,46700000.0,217000.0,3850,234000000.0
Indonesia,2007,232000000,13400000.0,8320.0,7470,93400000.0
Iran,2007,71300000,6760000.0,5120.0,17500,29800000.0
Iraq,2007,27900000,260000.0,2180.0,11800,14000000.0
Ireland,2007,4320000,2640000.0,522.0,48700,4970000.0
Israel,2007,6850000,3300000.0,577.0,28700,8900000.0
Italy,2007,58700000,24000000.0,4600.0,38600,89800000.0
Jamaica,2007,2770000,584000.0,64.6,8710,2680000.0
Japan,2007,128000000,95500000.0,32400.0,36700,107000000.0
Jordan,2007,6260000,1250000.0,170.0,9420,4770000.0
Kazakhstan,2007,15700000,631000.0,6090.0,18900,12300000.0
Kenya,2007,38700000,1700000.0,1660.0,2360,11300000.0
Kiribati,2007,96500,5790.0,22.7,1910,750.0
Kuwait,2007,2500000,871000.0,81.3,96800,1430000.0
Kyrgyz Republic,2007,5180000,727000.0,757.0,2600,2170000.0
Lao,2007,5940000,97500.0,616.0,3520,1480000.0
Latvia,2007,2200000,1300000.0,666.0,21900,2220000.0
Lebanon,2007,4770000,893000.0,109.0,11500,1260000.0
Lesotho,2007,1990000,68500.0,475.0,2100,482000.0
Liberia,2007,3460000,19100.0,275.0,1030,563000.0
Libya,2007,5970000,282000.0,257.0,28600,4500000.0
Lithuania,2007,3260000,1630000.0,1550.0,22700,4910000.0
Luxembourg,2007,475000,375000.0,61.1,97900,685000.0
