country,year,population_total,internet_use,suicide_total,GDP,cell_use
Bolivia,2005,9230000,5.23,585.0,4640.0,2420000.0
Bosnia and Herzegovina,2005,3770000,21.3,328.0,8350.0,1590000.0
Botswana,2005,1800000,3.26,322.0,11700.0,564000.0
Brazil,2005,186000000,21.0,11800.0,12400.0,86200000.0
Brunei,2005,365000,36.5,14.5,83000.0,233000.0
Bulgaria,2005,7690000,20.0,1300.0,12400.0,6240000.0
Burkina Faso,2005,13400000,0.47,772.0,1270.0,634000.0
Burundi,2005,7360000,0.542,684.0,693.0,153000.0
Cambodia,2005,13300000,0.317,763.0,1970.0,1060000.0
Cameroon,2005,17700000,1.4,1580.0,2780.0,2250000.0
Canada,2005,32200000,71.7,4260.0,40600.0,17000000.0
Cape Verde,2005,463000,6.07,65.9,4760.0,81700.0
Central African Republic,2005,4040000,0.268,368.0,840.0,100000.0
Chad,2005,10100000,0.39899999999999997,492.0,1790.0,210000.0
Chile,2005,16200000,31.2,1960.0,17000.0,10600000.0
China,2005,1330000000,8.52,180000.0,5700.0,393000000.0
Colombia,2005,42600000,11.0,2820.0,9340.0,21800000.0
Comoros,2005,612000,2.0,27.6,2370.0,15500.0
"Congo, Dem. Rep.",2005,54800000,0.23800000000000002,3020.0,594.0,2750000.0
"Congo, Rep.",2005,3620000,1.46,236.0,4870.0,558000.0
Costa Rica,2005,4290000,22.1,307.0,10900.0,1100000.0
Cote d'Ivoire,2005,18400000,1.04,1530.0,2680.0,2350000.0
Croatia,2005,4380000,33.1,952.0,20100.0,3650000.0
Cuba,2005,11300000,9.74,1670.0,5250.0,136000.0
Cyprus,2005,1030000,32.8,44.4,33600.0,783000.0
Czech Republic,2005,10300000,35.3,1730.0,25800.0,11800000.0
Denmark,2005,5420000,82.7,832.0,44600.0,5450000.0
Djibouti,2005,783000,0.9540000000000001,29.5,2290.0,44100.0
Dominica,2005,70600,38.5,2.59,8700.0,52000.0
Dominican Republic,2005,9100000,11.5,525.0,9150.0,3620000.0
Ecuador,2005,13800000,5.99,1120.0,8550.0,6250000.0
Egypt,2005,75500000,12.8,2400.0,8140.0,13600000.0
El Salvador,2005,6050000,4.2,561.0,5890.0,2410000.0
Equatorial Guinea,2005,750000,1.15,37.1,31700.0,96900.0
Eritrea,2005,2830000,0.22699999999999998,259.0,2290.0,40400.0
Estonia,2005,1360000,61.5,377.0,22800.0,1450000.0
Eswatini,2005,1030000,3.7,169.0,7240.0,200000.0
Ethiopia,2005,76300000,0.22,5390.0,736.0,411000.0
Fiji,2005,822000,8.45,98.5,7430.0,205000.0
Finland,2005,5260000,74.5,1170.0,39100.0,5270000.0
France,2005,61100000,42.9,13000.0,36400.0,48100000.0
Gabon,2005,1390000,4.89,110.0,17000.0,737000.0
Gambia,2005,1540000,3.8,48.7,1430.0,247000.0
Georgia,2005,4210000,6.08,272.0,5250.0,1170000.0
Germany,2005,81600000,68.7,12500.0,37700.0,79300000.0
Ghana,2005,21800000,1.83,1100.0,2510.0,2870000.0
Greece,2005,11200000,24.0,446.0,29600.0,10300000.0
Grenada,2005,105000,20.5,7.13,11700.0,46900.0
Guatemala,2005,13100000,5.7,1290.0,6270.0,4510000.0
Guinea,2005,9110000,0.542,468.0,1600.0,189000.0
Guinea-Bissau,2005,1340000,1.9,103.0,1370.0,98800.0
Guyana,2005,746000,13.2,206.0,4730.0,281000.0
Haiti,2005,9200000,6.38,777.0,1570.0,500000.0
Holy See,2005,798,,,,
Honduras,2005,7460000,6.5,235.0,3660.0,1280000.0
Hungary,2005,10100000,39.0,2800.0,22500.0,9320000.0
Iceland,2005,295000,87.0,36.4,40700.0,283000.0
India,2005,1150000000,2.39,218000.0,3410.0,90100000.0
Indonesia,2005,226000000,3.6,8140.0,6840.0,46900000.0
Iran,2005,69800000,8.1,5250.0,15800.0,8510000.0
Iraq,2005,26900000,0.9,2090.0,10900.0,1530000.0
Ireland,2005,4140000,41.6,498.0,46600.0,4270000.0
Israel,2005,6530000,25.2,583.0,26600.0,7760000.0
Italy,2005,58300000,35.0,4650.0,37600.0,71500000.0
Jamaica,2005,2740000,12.8,65.5,8430.0,1980000.0
Japan,2005,128000000,66.9,32400.0,35700.0,96500000.0
Jordan,2005,5770000,12.9,166.0,8740.0,3140000.0
Kazakhstan,2005,15400000,2.96,6280.0,16000.0,5400000.0
Kenya,2005,36600000,3.1,1630.0,2190.0,4610000.0
Kiribati,2005,92300,4.0,21.1,1960.0,650.0
Kuwait,2005,2270000,25.9,73.0,93700.0,1380000.0
Kyrgyz Republic,2005,5080000,10.5,751.0,2370.0,542000.0
Lao,2005,5750000,0.85,604.0,3120.0,658000.0
Latvia,2005,2250000,46.0,703.0,17500.0,1870000.0
Lebanon,2005,4700000,10.1,109.0,10500.0,994000.0
Lesotho,2005,2000000,2.58,453.0,1910.0,250000.0
Liberia,2005,3220000,0.031,249.0,940.0,160000.0
Libya,2005,5800000,3.92,244.0,26000.0,2000000.0
Liechtenstein,2005,34700,63.4,,,27500.0
Lithuania,2005,3340000,36.2,1560.0,18500.0,4350000.0
Luxembourg,2005,458000,70.0,62.5,88600.0,510000.0
Madagascar,2005,18300000,0.568,997.0,1390.0,510000.0
Malawi,2005,12600000,0.384,779.0,868.0,421000.0
Malaysia,2005,25700000,48.6,1810.0,18600.0,19500000.0
Maldives,2005,320000,6.87,10.5,9250.0,204000.0
Mali,2005,12800000,0.507,387.0,1760.0,762000.0
Malta,2005,405000,41.2,22.6,26300.0,324000.0
Marshall Islands,2005,55300,3.88,9.72,3050.0,660.0
Mauritania,2005,3020000,0.67,93.9,3090.0,746000.0
Mauritius,2005,1220000,15.2,123.0,12900.0,657000.0
Mexico,2005,106000000,17.2,5190.0,16200.0,47100000.0
"Micronesia, Fed. Sts.",2005,106000,11.9,17.8,3260.0,14100.0
Moldova,2005,4160000,14.6,871.0,4000.0,1090000.0
Monaco,2005,33800,55.5,,,17200.0
Mongolia,2005,2530000,2.04,598.0,6050.0,557000.0
Montenegro,2005,616000,27.1,78.8,11800.0,543000.0
Morocco,2005,30500000,15.1,1680.0,5370.0,12400000.0
Mozambique,2005,20500000,0.8540000000000001,1320.0,758.0,1500000.0
Myanmar,2005,48900000,0.0652,3420.0,2250.0,129000.0
Namibia,2005,1940000,4.01,243.0,7700.0,449000.0
Nauru,2005,9850,2.99,,,1500.0
Nepal,2005,25700000,0.8270000000000001,2970.0,1680.0,227000.0
Netherlands,2005,16400000,81.0,1890.0,43800.0,15800000.0
New Zealand,2005,4140000,62.7,522.0,31900.0,3530000.0
Nicaragua,2005,5440000,2.57,420.0,3720.0,1120000.0
Niger,2005,13600000,0.221,477.0,763.0,324000.0
Nigeria,2005,139000000,3.55,5300.0,4120.0,18600000.0
North Korea,2005,23900000,0.0,2960.0,1770.0,0.0
North Macedonia,2005,2060000,26.4,198.0,9390.0,1130000.0
Norway,2005,4630000,82.0,575.0,62900.0,4750000.0
Oman,2005,2510000,6.68,60.2,41500.0,1330000.0
Pakistan,2005,160000000,6.33,6720.0,3850.0,12800000.0
Palau,2005,19800,27.0,,,6050.0
Palestine,2005,3580000,16.0,84.5,3590.0,568000.0
Panama,2005,3330000,11.5,207.0,11900.0,1750000.0
Papua New Guinea,2005,6490000,1.72,849.0,2620.0,75000.0
Paraguay,2005,5820000,7.91,300.0,8020.0,1890000.0
Peru,2005,27900000,17.1,936.0,7530.0,5580000.0
Philippines,2005,86300000,5.4,4040.0,4780.0,34800000.0
Poland,2005,38400000,38.8,7510.0,17200.0,29200000.0
Portugal,2005,10500000,35.0,1350.0,26600.0,11400000.0
Qatar,2005,865000,24.7,53.9,110000.0,717000.0
Romania,2005,21400000,21.5,2750.0,14400.0,13400000.0
Russia,2005,144000000,15.2,71300.0,19300.0,120000000.0
Rwanda,2005,8840000,0.556,625.0,1060.0,223000.0
Samoa,2005,180000,3.35,21.4,5340.0,24000.0
San Marino,2005,29300,50.3,,,17200.0
Sao Tome and Principe,2005,157000,13.8,2.74,2200.0,12000.0
Saudi Arabia,2005,23800000,12.7,680.0,45700.0,14200000.0
Senegal,2005,11100000,4.79,727.0,2680.0,1730000.0
Serbia,2005,9190000,26.3,1940.0,10800.0,5510000.0
Seychelles,2005,88700,25.4,8.62,17800.0,58800.0
Sierra Leone,2005,5650000,0.215,240.0,1060.0,113000.0
Singapore,2005,4270000,61.0,410.0,62600.0,4380000.0
Slovak Republic,2005,5400000,55.2,757.0,20000.0,4540000.0
Slovenia,2005,1990000,46.8,562.0,27000.0,1760000.0
Solomon Islands,2005,470000,0.8440000000000001,74.0,1680.0,6000.0
Somalia,2005,10400000,1.08,390.0,616.0,500000.0
South Africa,2005,47900000,7.49,8930.0,11000.0,34000000.0
South Korea,2005,48700000,73.5,13300.0,25500.0,38300000.0
South Sudan,2005,7540000,0.0,261.0,3360.0,0.0
Spain,2005,44000000,47.9,3810.0,32900.0,42700000.0
Sri Lanka,2005,19500000,1.79,6010.0,6470.0,3360000.0
St. Kitts and Nevis,2005,46900,34.0,,,51000.0
St. Lucia,2005,163000,21.6,10.7,11100.0,106000.0
St. Vincent and the Grenadines,2005,109000,9.2,7.57,9330.0,70600.0
Sudan,2005,30900000,1.29,1270.0,2750.0,1830000.0
Suriname,2005,499000,6.4,110.0,11900.0,233000.0
Sweden,2005,9040000,84.8,1390.0,41300.0,9100000.0
Switzerland,2005,7390000,70.1,1470.0,52800.0,6830000.0
Syria,2005,18400000,5.65,332.0,5650.0,2950000.0
Tajikistan,2005,6790000,0.299,307.0,1720.0,265000.0
Tanzania,2005,38500000,1.1,2110.0,1910.0,2960000.0
Thailand,2005,65400000,15.0,8500.0,11500.0,30500000.0
Timor-Leste,2005,995000,0.099,59.5,6500.0,33100.0
Togo,2005,5610000,1.8,449.0,1150.0,434000.0
Tonga,2005,101000,4.91,6.84,4950.0,29900.0
Trinidad and Tobago,2005,1300000,29.0,173.0,26400.0,924000.0
Tunisia,2005,10100000,9.66,385.0,8800.0,5680000.0
Turkey,2005,67900000,15.5,2450.0,16300.0,43600000.0
Turkmenistan,2005,4750000,0.997,577.0,6500.0,105000.0
Tuvalu,2005,10000,5.24,,,1300.0
Uganda,2005,27700000,1.74,2920.0,1260.0,1320000.0
Ukraine,2005,46900000,3.75,16000.0,7280.0,30000000.0
United Arab Emirates,2005,4590000,40.0,256.0,91600.0,4530000.0
United Kingdom,2005,60300000,70.0,5490.0,37200.0,65500000.0
United States,2005,295000000,68.0,39000.0,49500.0,204000000.0
Uruguay,2005,3320000,20.1,594.0,13000.0,1150000.0
Uzbekistan,2005,26400000,3.34,2850.0,3080.0,720000.0
Vanuatu,2005,209000,5.08,32.6,2610.0,12700.0
Venezuela,2005,26400000,12.6,2340.0,15100.0,12500000.0
Vietnam,2005,83800000,12.7,7410.0,3430.0,9590000.0
Yemen,2005,20100000,1.05,931.0,4250.0,2280000.0
Zambia,2005,11900000,2.85,1050.0,2520.0,950000.0
Zimbabwe,2005,12100000,2.4,1910.0,1980.0,647000.0
Afghanistan,2006,26400000,2.11,1650.0,1120.0,2520000.0
Albania,2006,3060000,9.61,204.0,7910.0,1910000.0
Algeria,2006,33600000,7.38,1220.0,12400.0,21000000.0
Andorra,2006,81000,48.9,7.19,42700.0,69000.0
Angola,2006,20100000,1.5,1010.0,5500.0,3050000.0
Antigua and Barbuda,2006,82700,30.0,1.9,24700.0,110000.0
Argentina,2006,39300000,20.9,4490.0,16700.0,31500000.0
Armenia,2006,2960000,5.63,202.0,6110.0,1260000.0
Australia,2006,20500000,66.0,2450.0,39500.0,19800000.0
Austria,2006,8290000,63.6,1500.0,42500.0,9280000.0
Azerbaijan,2006,8630000,12.0,385.0,10900.0,3320000.0
Bahamas,2006,331000,26.0,9.39,33000.0,253000.0
Bahrain,2006,958000,28.2,80.6,42700.0,907000.0
Bangladesh,2006,141000000,1.0,12200.0,2100.0,19100000.0
Barbados,2006,277000,55.3,14.4,16900.0,237000.0
Belarus,2006,9520000,16.2,3850.0,12400.0,5960000.0
Belgium,2006,10600000,59.7,2240.0,40500.0,9850000.0
Belize,2006,291000,24.0,18.2,8000.0,118000.0
Benin,2006,8220000,1.54,606.0,1750.0,1060000.0
Bhutan,2006,657000,4.52,42.8,4830.0,82100.0
Bolivia,2006,9400000,6.2,594.0,4780.0,2880000.0
Bosnia and Herzegovina,2006,3770000,25.1,321.0,8800.0,1890000.0
Botswana,2006,1840000,4.29,317.0,12400.0,823000.0
Brazil,2006,188000000,28.2,12000.0,12700.0,99900000.0
Brunei,2006,370000,42.2,15.4,85400.0,301000.0
Bulgaria,2006,7630000,27.1,1270.0,13400.0,8250000.0
Burkina Faso,2006,13800000,0.633,800.0,1310.0,1020000.0
Burundi,2006,7610000,0.6579999999999999,679.0,707.0,200000.0
Cambodia,2006,13500000,0.46799999999999997,769.0,2150.0,1720000.0
Cameroon,2006,18200000,2.03,1620.0,2800.0,3140000.0
Canada,2006,32500000,72.4,4240.0,41200.0,18700000.0
Cape Verde,2006,469000,6.81,68.3,5070.0,109000.0
Central African Republic,2006,4120000,0.311,377.0,863.0,110000.0
Chad,2006,10500000,0.581,501.0,1740.0,466000.0
Chile,2006,16400000,34.5,1970.0,17900.0,12500000.0
China,2006,1340000000,10.5,174000.0,6390.0,461000000.0
Colombia,2006,43200000,15.3,2850.0,9840.0,29800000.0
Comoros,2006,626000,2.2,28.5,2380.0,36900.0
"Congo, Dem. Rep.",2006,56600000,0.29600000000000004,3120.0,605.0,4420000.0
"Congo, Rep.",2006,3750000,2.01,237.0,5000.0,917000.0
Costa Rica,2006,4350000,25.1,312.0,11600.0,1440000.0
Cote d'Ivoire,2006,18800000,1.52,1570.0,2660.0,4070000.0
Croatia,2006,4370000,38.0,933.0,21100.0,4400000.0
Cuba,2006,11300000,11.2,1640.0,5920.0,153000.0
Cyprus,2006,1050000,35.8,43.9,34600.0,868000.0
Czech Republic,2006,10300000,47.9,1700.0,27500.0,12400000.0
Denmark,2006,5440000,86.7,820.0,46200.0,5830000.0
Djibouti,2006,795000,1.27,30.3,2360.0,44800.0
Dominica,2006,70700,39.4,2.59,9090.0,71500.0
Dominican Republic,2006,9220000,14.8,526.0,9860.0,4610000.0
Ecuador,2006,14100000,7.2,1140.0,8780.0,8490000.0
Egypt,2006,76900000,13.7,2490.0,8540.0,18000000.0
El Salvador,2006,6080000,5.5,562.0,6120.0,3850000.0
Equatorial Guinea,2006,784000,1.28,38.8,32600.0,120000.0
Eritrea,2006,2920000,0.22699999999999998,266.0,2190.0,62000.0
Estonia,2006,1350000,63.5,363.0,25300.0,1660000.0
Eswatini,2006,1040000,3.7,170.0,7630.0,250000.0
Ethiopia,2006,78500000,0.311,5490.0,794.0,867000.0
Fiji,2006,828000,9.6,97.7,7510.0,285000.0
Finland,2006,5280000,79.7,1160.0,40500.0,5670000.0
France,2006,61500000,46.9,13000.0,37000.0,51700000.0
Gabon,2006,1430000,5.49,110.0,16000.0,898000.0
Gambia,2006,1590000,5.24,50.0,1410.0,404000.0
Georgia,2006,4190000,7.53,263.0,5770.0,1700000.0
Germany,2006,81500000,72.2,12300.0,39100.0,85700000.0
Ghana,2006,22400000,2.72,1120.0,2600.0,5210000.0
Greece,2006,11200000,32.3,449.0,31100.0,11000000.0
Grenada,2006,105000,21.4,7.32,11200.0,46200.0
Guatemala,2006,13400000,6.5,1280.0,6460.0,7180000.0
Guinea,2006,9310000,0.637,488.0,1580.0,189000.0
Guinea-Bissau,2006,1380000,2.06,105.0,1370.0,157000.0
Guyana,2006,746000,13.2,211.0,4970.0,400000.0
Haiti,2006,9340000,6.8,798.0,1580.0,1200000.0
Holy See,2006,795,,,,
Honduras,2006,7630000,7.8,240.0,3810.0,2240000.0
Hungary,2006,10100000,47.1,2760.0,23400.0,9970000.0
Iceland,2006,300000,89.5,37.1,41800.0,302000.0
India,2006,1170000000,2.81,218000.0,3630.0,166000000.0
Indonesia,2006,229000000,4.76,8210.0,7120.0,63800000.0
Iran,2006,70600000,8.76,5130.0,16400.0,15400000.0
Iraq,2006,27400000,0.9520000000000001,2130.0,11800.0,9350000.0
Ireland,2006,4230000,54.8,506.0,47600.0,4690000.0
Israel,2006,6680000,27.9,583.0,27600.0,8400000.0
Italy,2006,58500000,38.0,4610.0,38200.0,80400000.0
Jamaica,2006,2750000,16.4,63.3,8630.0,2270000.0
Japan,2006,128000000,68.7,32400.0,36100.0,99800000.0
Jordan,2006,5990000,13.9,167.0,9090.0,4340000.0
Kazakhstan,2006,15600000,3.27,6250.0,17500.0,7780000.0
Kenya,2006,37600000,3.6,1640.0,2270.0,7340000.0
Kiribati,2006,94300,4.5,21.9,1920.0,700.0
Kuwait,2006,2370000,28.8,77.1,96400.0,1180000.0
Kyrgyz Republic,2006,5120000,12.3,758.0,2420.0,1260000.0
Lao,2006,5850000,1.17,610.0,3330.0,1010000.0
Latvia,2006,2230000,53.6,698.0,19800.0,2180000.0
Lebanon,2006,4760000,15.0,109.0,10600.0,1110000.0
Lesotho,2006,1990000,2.98,463.0,2000.0,358000.0
Liberia,2006,3330000,0.031,261.0,982.0,280000.0
Libya,2006,5890000,4.3,250.0,27300.0,3930000.0
Liechtenstein,2006,35000,64.2,,,28800.0
Lithuania,2006,3300000,43.9,1540.0,20200.0,4720000.0
Luxembourg,2006,466000,72.5,61.9,91700.0,713000.0
Madagascar,2006,18900000,0.608,1020.0,1420.0,1050000.0
Malawi,2006,13000000,0.425,800.0,884.0,620000.0
Malaysia,2006,26200000,51.6,1820.0,19200.0,19500000.0
Maldives,2006,327000,11.0,10.4,11400.0,271000.0
Mali,2006,13200000,0.73,393.0,1790.0,1510000.0
Malta,2006,406000,40.4,23.1,26700.0,347000.0
Marshall Islands,2006,55800,3.8,10.0,3060.0,660.0
Mauritania,2006,3110000,0.98,94.5,3570.0,1060000.0
Mauritius,2006,1230000,16.7,124.0,13400.0,772000.0
Mexico,2006,108000000,19.5,5310.0,16600.0,55400000.0
"Micronesia, Fed. Sts.",2006,105000,12.8,17.9,3280.0,18600.0
Moldova,2006,4150000,19.6,852.0,4210.0,1360000.0
Monaco,2006,34200,61.5,,,18300.0
Mongolia,2006,2560000,2.04,597.0,6480.0,775000.0
Montenegro,2006,618000,28.9,81.8,12800.0,644000.0
Morocco,2006,30800000,19.8,1710.0,5710.0,16000000.0
Mozambique,2006,21100000,0.843,1360.0,809.0,2340000.0
Myanmar,2006,49300000,0.182,3330.0,2530.0,214000.0
Namibia,2006,1970000,4.4,239.0,8110.0,609000.0
Nauru,2006,9830,2.99,,,1500.0
Nepal,2006,26100000,1.14,2990.0,1710.0,1160000.0
Netherlands,2006,16400000,83.7,1850.0,45300.0,17300000.0
New Zealand,2006,4190000,69.0,524.0,32400.0,3800000.0
Nicaragua,2006,5510000,2.81,405.0,3820.0,1830000.0
Niger,2006,14100000,0.294,500.0,777.0,483000.0
Nigeria,2006,143000000,5.55,5390.0,4260.0,32300000.0
North Korea,2006,24100000,0.0,2980.0,1750.0,0.0
North Macedonia,2006,2060000,28.6,199.0,9850.0,1260000.0
Norway,2006,4670000,82.5,568.0,63900.0,4870000.0
Oman,2006,2580000,8.3,63.0,42500.0,1820000.0
Pakistan,2006,164000000,6.5,6720.0,4000.0,34500000.0
Palau,2006,19500,27.0,,,8350.0
Palestine,2006,3660000,18.4,86.3,3360.0,822000.0
Panama,2006,3390000,17.3,212.0,12700.0,2170000.0
Papua New Guinea,2006,6650000,1.75,873.0,2620.0,100000.0
Paraguay,2006,5910000,7.96,312.0,8280.0,3230000.0
Peru,2006,28100000,20.7,930.0,8020.0,9120000.0
Philippines,2006,87900000,5.74,4260.0,4940.0,42900000.0
Poland,2006,38400000,44.6,7570.0,18300.0,36700000.0
Portugal,2006,10500000,38.0,1350.0,27000.0,12200000.0
Qatar,2006,1020000,29.0,63.5,117000.0,920000.0
Romania,2006,21200000,24.7,2710.0,15700.0,16000000.0
Russia,2006,143000000,18.0,65300.0,21000.0,151000000.0
Rwanda,2006,9040000,0.556,625.0,1140.0,314000.0
Samoa,2006,181000,4.47,21.3,5410.0,45500.0
San Marino,2006,29700,50.2,,,17400.0
Sao Tome and Principe,2006,162000,14.2,2.83,2340.0,18400.0
Saudi Arabia,2006,24500000,19.5,719.0,45700.0,19700000.0
Senegal,2006,11400000,5.61,749.0,2680.0,2980000.0
Serbia,2006,9150000,27.2,1900.0,11900.0,6640000.0
Seychelles,2006,89500,35.0,8.27,19100.0,70300.0
Sierra Leone,2006,5830000,0.228,248.0,1070.0,113000.0
Singapore,2006,4400000,59.0,417.0,66200.0,4790000.0
Slovak Republic,2006,5400000,56.1,737.0,21700.0,4890000.0
Slovenia,2006,2000000,54.0,553.0,28400.0,1820000.0
Solomon Islands,2006,481000,1.65,76.3,1760.0,7000.0
Somalia,2006,10800000,1.1,399.0,615.0,550000.0
South Africa,2006,48500000,7.61,8830.0,11500.0,39700000.0
South Korea,2006,48900000,78.1,13700.0,26700.0,40200000.0
South Sudan,2006,7910000,0.0,280.0,3610.0,0.0
Spain,2006,44700000,50.4,3810.0,33700.0,45700000.0
Sri Lanka,2006,19700000,2.54,5670.0,6910.0,5410000.0
St. Kitts and Nevis,2006,47300,38.5,,,51000.0
St. Lucia,2006,165000,24.5,10.9,11600.0,106000.0
St. Vincent and the Grenadines,2006,109000,12.0,7.66,10000.0,87600.0
Sudan,2006,31700000,1.29,1310.0,2950.0,4680000.0
Suriname,2006,505000,9.5,114.0,12500.0,320000.0
Sweden,2006,9100000,87.8,1380.0,43000.0,9610000.0
Switzerland,2006,7460000,75.7,1450.0,54500.0,7440000.0
Syria,2006,19100000,7.83,345.0,5750.0,4680000.0
Tajikistan,2006,6920000,3.77,323.0,1810.0,2150000.0
Tanzania,2006,39500000,1.3,2180.0,1980.0,5610000.0
Thailand,2006,65800000,17.2,8570.0,12000.0,40100000.0
Timor-Leste,2006,1020000,0.5,58.6,9020.0,49100.0
Togo,2006,5760000,2.0,462.0,1160.0,708000.0
Tonga,2006,102000,5.85,6.79,4880.0,30100.0
Trinidad and Tobago,2006,1300000,30.0,172.0,29800.0,1520000.0
Tunisia,2006,10200000,13.0,395.0,9180.0,7340000.0
Turkey,2006,68800000,18.2,2430.0,17300.0,52700000.0
Turkmenistan,2006,4810000,1.32,568.0,7130.0,217000.0
Tuvalu,2006,10100,5.24,,,1600.0
Uganda,2006,28600000,2.53,2970.0,1350.0,2010000.0
Ukraine,2006,46600000,4.51,15000.0,7870.0,49100000.0
United Arab Emirates,2006,5300000,52.0,293.0,87100.0,5520000.0
United Kingdom,2006,60800000,68.8,5520.0,37800.0,70100000.0
United States,2006,298000000,68.9,39700.0,50400.0,230000000.0
Uruguay,2006,3330000,29.4,605.0,13500.0,2330000.0
Uzbekistan,2006,26800000,6.39,2940.0,3270.0,2530000.0
Vanuatu,2006,214000,5.85,33.5,2760.0,15000.0
Venezuela,2006,26900000,15.2,2460.0,16400.0,18800000.0
Vietnam,2006,84600000,17.3,7400.0,3630.0,18900000.0
Yemen,2006,20700000,1.25,962.0,4270.0,2980000.0
Zambia,2006,12200000,4.16,1080.0,2650.0,1660000.0
Zimbabwe,2006,12200000,2.4,1930.0,1890.0,849000.0
Afghanistan,2007,27100000,1.9,1680.0,1250.0,4670000.0
Albania,2007,3030000,15.0,204.0,8450.0,2320000.0
Algeria,2007,34200000,9.45,1240.0,12600.0,27600000.0
Andorra,2007,82700,70.9,7.39,43400.0,63500.0
Angola,2007,20900000,1.7,1040.0,6040.0,4960000.0
Antigua and Barbuda,2007,84000,34.0,1.93,26500.0,112000.0
Argentina,2007,39700000,25.9,4560.0,18000.0,40400000.0
Armenia,2007,2930000,6.02,206.0,7010.0,1880000.0
Australia,2007,20900000,69.5,2510.0,40700.0,21300000.0
Austria,2007,8310000,69.4,1480.0,43900.0,9910000.0
Azerbaijan,2007,8720000,14.5,412.0,13500.0,4520000.0
Bahamas,2007,337000,27.0,10.0,32900.0,374000.0
Bahrain,2007,1040000,32.9,85.3,42800.0,1120000.0
Bangladesh,2007,143000000,1.8,12100.0,2220.0,34400000.0
Barbados,2007,279000,58.2,14.4,17100.0,258000.0
Belarus,2007,9480000,19.7,3640.0,13600.0,6960000.0
Belgium,2007,10700000,64.4,2260.0,41600.0,10700000.0
Belize,2007,299000,24.6,18.8,7880.0,118000.0
Benin,2007,8450000,1.79,625.0,1810.0,2050000.0
Bhutan,2007,665000,5.92,43.9,5630.0,149000.0
Bolivia,2007,9560000,10.5,605.0,4910.0,3250000.0
Bosnia and Herzegovina,2007,3760000,27.9,315.0,9320.0,2450000.0
Botswana,2007,1880000,5.28,315.0,13200.0,1150000.0
Brazil,2007,190000000,30.9,12100.0,13300.0,121000000.0
Brunei,2007,375000,44.7,16.3,84500.0,366000.0
Bulgaria,2007,7580000,33.6,1230.0,14500.0,9900000.0
Burkina Faso,2007,14300000,0.75,821.0,1340.0,1860000.0
Burundi,2007,7860000,0.7,696.0,707.0,270000.0
Cambodia,2007,13700000,0.49,779.0,2330.0,2580000.0
Cameroon,2007,18700000,2.93,1680.0,2860.0,4540000.0
Canada,2007,32900000,73.2,4270.0,41600.0,20300000.0
Cape Verde,2007,475000,8.28,70.3,5770.0,152000.0
Central African Republic,2007,4200000,0.376,380.0,885.0,340000.0
Chad,2007,10800000,0.847,521.0,1740.0,918000.0
Chile,2007,16500000,35.9,2020.0,18500.0,14000000.0
China,2007,1350000000,16.0,167000.0,7260.0,547000000.0
Colombia,2007,43700000,21.8,2780.0,10400.0,33900000.0
Comoros,2007,642000,2.5,29.2,2340.0,62100.0
"Congo, Dem. Rep.",2007,58500000,0.37,3210.0,623.0,6590000.0
"Congo, Rep.",2007,3880000,2.76,243.0,4760.0,1290000.0
Costa Rica,2007,4400000,28.4,312.0,12300.0,1510000.0
Cote d'Ivoire,2007,19200000,1.8,1580.0,2650.0,7470000.0
Croatia,2007,4360000,41.4,912.0,22200.0,5030000.0
Cuba,2007,11300000,11.7,1630.0,6050.0,198000.0
Cyprus,2007,1060000,40.8,45.2,35600.0,988000.0
Czech Republic,2007,10400000,51.9,1690.0,28800.0,13200000.0
Denmark,2007,5470000,85.0,804.0,46400.0,6310000.0
Djibouti,2007,805000,1.62,31.4,2440.0,69500.0
Dominica,2007,70800,40.3,2.65,9660.0,89000.0
Dominican Republic,2007,9340000,17.7,518.0,10500.0,5510000.0
Ecuador,2007,14300000,10.8,1180.0,8820.0,9940000.0
Egypt,2007,78200000,16.0,2530.0,8990.0,30100000.0
El Salvador,2007,6110000,6.11,566.0,6200.0,6140000.0
Equatorial Guinea,2007,822000,1.56,39.2,35900.0,150000.0
Eritrea,2007,3000000,0.41,273.0,2170.0,84300.0
Estonia,2007,1340000,66.2,363.0,27400.0,1680000.0
Eswatini,2007,1040000,4.1,172.0,7920.0,380000.0
Ethiopia,2007,80700000,0.37,5580.0,860.0,1210000.0
Fiji,2007,836000,10.9,96.7,7370.0,530000.0
Finland,2007,5300000,80.8,1150.0,42500.0,6080000.0
France,2007,61900000,66.1,12900.0,37700.0,55400000.0
Gabon,2007,1470000,5.77,112.0,16500.0,1170000.0
Gambia,2007,1640000,6.21,51.3,1420.0,800000.0
Georgia,2007,4170000,8.26,270.0,6530.0,2600000.0
Germany,2007,81300000,75.2,12100.0,40500.0,96200000.0
Ghana,2007,23000000,3.85,1110.0,2650.0,7600000.0
Greece,2007,11100000,35.9,453.0,32100.0,12300000.0
Grenada,2007,105000,22.3,7.45,11900.0,51400.0
Guatemala,2007,13700000,7.3,1230.0,6710.0,11900000.0
Guinea,2007,9520000,0.78,503.0,1650.0,2000000.0
Guinea-Bissau,2007,1410000,2.21,108.0,1380.0,296000.0
Guyana,2007,746000,13.8,213.0,5320.0,539000.0
Haiti,2007,9500000,7.2,816.0,1610.0,2500000.0
Holy See,2007,794,,,,
